,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,station zone,casual,registered,cnt
556,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,Washington NE,10,176,186
557,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,Washington NW,136,1093,1229
558,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,Washington SE,7,90,97
559,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,Washington SW,13,39,52
560,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,Arlington,82,115,197
561,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,Washington NE,58,301,359
562,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,Washington NW,1075,1791,2866
563,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,Washington SE,82,231,313
564,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,Washington SW,163,72,235
565,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,Arlington,126,98,224
566,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,Washington NE,121,223,344
567,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,Washington NW,1178,1797,2975
568,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,Washington SE,115,198,313
569,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,Washington SW,168,92,260
570,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,Arlington,36,187,223
571,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,Washington NE,52,328,380
572,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,Washington NW,590,2342,2932
573,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,Washington SE,27,256,283
574,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,Washington SW,67,136,203
575,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,Arlington,44,191,235
576,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,Washington NE,56,367,423
577,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,Washington NW,484,2682,3166
578,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,Washington SE,40,268,308
579,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,Washington SW,51,148,199
580,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,Arlington,45,177,222
581,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,Washington NE,29,369,398
582,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,Washington NW,405,2351,2756
583,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,Washington SE,22,245,267
584,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,Washington SW,44,122,166
585,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,Arlington,48,201,249
586,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,Washington NE,31,372,403
587,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,Washington NW,400,2490,2890
588,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,Washington SE,22,247,269
589,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,Washington SW,67,118,185
590,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,Arlington,57,176,233
591,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,Washington NE,57,370,427
592,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,Washington NW,662,2606,3268
593,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,Washington SE,40,287,327
594,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,Washington SW,61,121,182
595,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,Arlington,121,111,232
596,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,Washington NE,135,328,463
597,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,Washington NW,1384,2361,3745
598,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,Washington SE,150,322,472
599,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,Washington SW,173,129,302
600,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,Arlington,66,92,158
601,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,Washington NE,99,230,329
602,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,Washington NW,824,1573,2397
603,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,Washington SE,61,220,281
604,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,Washington SW,87,43,130
605,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,Arlington,55,181,236
606,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,Washington NE,75,336,411
607,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,Washington NW,606,2575,3181
608,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,Washington SE,41,257,298
609,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,Washington SW,68,135,203
610,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,Arlington,30,193,223
611,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,Washington NE,49,356,405
612,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,Washington NW,455,2804,3259
613,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,Washington SE,29,267,296
614,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,Washington SW,40,143,183
615,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,Arlington,16,109,125
616,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,Washington NE,18,205,223
617,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,Washington NW,188,1776,1964
618,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,Washington SE,14,153,167
619,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,Washington SW,16,100,116
620,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,Arlington,33,206,239
621,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,Washington NE,49,397,446
622,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,Washington NW,459,2707,3166
623,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,Washington SE,33,259,292
624,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,Washington SW,37,158,195
625,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,Arlington,46,174,220
626,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,Washington NE,74,378,452
627,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,Washington NW,683,2699,3382
628,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,Washington SE,34,254,288
629,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,Washington SW,54,140,194
630,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,Arlington,86,133,219
631,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,Washington NE,125,359,484
632,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,Washington NW,1157,2156,3313
633,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,Washington SE,97,273,370
634,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,Washington SW,140,90,230
635,2011-05-08,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,Arlington,82,108,190
636,2011-05-08,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,Washington NE,102,353,455
637,2011-05-08,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,Washington NW,1000,2068,3068
638,2011-05-08,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,Washington SE,120,233,353
639,2011-05-08,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,Washington SW,96,83,179
640,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,Arlington,49,234,283
641,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,Washington NE,51,385,436
642,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,Washington NW,469,2581,3050
643,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,Washington SE,39,256,295
644,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,Washington SW,53,166,219
645,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,Arlington,52,223,275
646,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,Washington NE,76,408,484
647,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,Washington NW,464,2969,3433
648,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,Washington SE,47,277,324
649,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,Washington SW,52,165,217
650,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,Arlington,40,186,226
651,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,Washington NE,37,394,431
652,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,Washington NW,394,2552,2946
653,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,Washington SE,34,281,315
654,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,Washington SW,45,141,186
655,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,Arlington,48,239,287
656,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,Washington NE,62,424,486
657,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,Washington NW,506,2965,3471
658,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,Washington SE,41,280,321
659,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,Washington SW,37,168,205
660,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,Arlington,32,160,192
661,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,Washington NE,54,355,409
662,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,Washington NW,486,2467,2953
663,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,Washington SE,58,249,307
664,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,Washington SW,60,117,177
665,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,Arlington,40,77,117
666,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,Washington NE,69,278,347
667,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,Washington NW,655,1857,2512
668,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,Washington SE,59,189,248
669,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,Washington SW,76,52,128
670,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,Arlington,98,106,204
671,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,Washington NE,140,330,470
672,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,Washington NW,1085,2119,3204
673,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,Washington SE,118,274,392
674,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,Washington SW,141,73,214
675,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,Arlington,59,168,227
676,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,Washington NE,58,315,373
677,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,Washington NW,528,2277,2805
678,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,Washington SE,45,256,301
679,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,Washington SW,82,121,203
680,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,Arlington,36,167,203
681,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,Washington NE,43,313,356
682,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,Washington NW,519,2532,3051
683,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,Washington SE,27,245,272
684,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,Washington SW,53,132,185
685,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,Arlington,38,205,243
686,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,Washington NE,39,337,376
687,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,Washington NW,382,2352,2734
688,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,Washington SE,24,248,272
689,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,Washington SW,52,135,187
690,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,Arlington,55,202,257
691,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,Washington NE,61,393,454
692,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,Washington NW,531,2751,3282
693,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,Washington SE,30,275,305
694,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,Washington SW,57,148,205
695,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,Arlington,57,200,257
696,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,Washington NE,74,451,525
697,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,Washington NW,668,2818,3486
698,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,Washington SE,40,308,348
699,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,Washington SW,68,160,228
700,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,Arlington,152,163,315
701,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,Washington NE,189,368,557
702,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,Washington NW,1556,2492,4048
703,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,Washington SE,143,333,476
704,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,Washington SW,214,121,335
705,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,Arlington,121,98,219
706,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,Washington NE,104,338,442
707,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,Washington NW,1109,2215,3324
708,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,Washington SE,96,286,382
709,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,Washington SW,146,83,229
710,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,Arlington,33,188,221
711,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,Washington NE,55,326,381
712,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,Washington NW,645,2480,3125
713,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,Washington SE,35,263,298
714,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,Washington SW,66,133,199
715,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,Arlington,50,204,254
716,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,Washington NE,50,369,419
717,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,Washington NW,493,2791,3284
718,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,Washington SE,27,242,269
719,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,Washington SW,39,157,196
720,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,Arlington,74,210,284
721,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,Washington NE,54,425,479
722,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,Washington NW,538,3056,3594
723,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,Washington SE,31,324,355
724,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,Washington SW,42,163,205
725,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,Arlington,55,225,280
726,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,Washington NE,57,397,454
727,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,Washington NW,552,2822,3374
728,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,Washington SE,24,263,287
729,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,Washington SW,69,167,236
730,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,Arlington,57,174,231
731,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,Washington NE,77,407,484
732,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,Washington NW,641,2765,3406
733,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,Washington SE,27,262,289
734,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,Washington SW,67,145,212
735,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,Arlington,137,124,261
736,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,Washington NE,149,318,467
737,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,Washington NW,1363,1840,3203
738,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,Washington SE,138,306,444
739,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,Washington SW,213,105,318
740,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,Arlington,113,77,190
741,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,Washington NE,141,301,442
742,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,Washington NW,1650,1656,3306
743,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,Washington SE,153,267,420
744,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,Washington SW,295,90,385
745,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,Arlington,130,97,227
746,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,Washington NE,132,263,395
747,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,Washington NW,1057,1836,2893
748,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,Washington SE,110,226,336
749,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,Washington SW,119,77,196
750,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,Arlington,37,163,200
751,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,Washington NE,46,299,345
752,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,Washington NW,499,2432,2931
753,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,Washington SE,37,259,296
754,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,Washington SW,52,116,168
755,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,Arlington,20,194,214
756,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,Washington NE,44,285,329
757,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,Washington NW,375,2559,2934
758,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,Washington SE,23,252,275
759,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,Washington SW,50,129,179
760,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,Arlington,37,262,299
761,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,Washington NE,65,389,454
762,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,Washington NW,518,3030,3548
763,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,Washington SE,47,319,366
764,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,Washington SW,69,176,245
765,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,Arlington,50,237,287
766,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,Washington NE,75,467,542
767,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,Washington NW,626,3087,3713
768,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,Washington SE,78,373,451
769,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,Washington SW,69,180,249
770,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,Arlington,119,120,239
771,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,Washington NE,145,376,521
772,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,Washington NW,1334,2514,3848
773,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,Washington SE,139,277,416
774,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,Washington SW,127,97,224
775,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,Arlington,118,90,208
776,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,Washington NE,106,348,454
777,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,Washington NW,1220,2412,3632
778,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,Washington SE,112,255,367
779,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,Washington SW,128,70,198
780,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,Arlington,50,235,285
781,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,Washington NE,50,383,433
782,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,Washington NW,486,2774,3260
783,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,Washington SE,30,274,304
784,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,Washington SW,54,152,206
785,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,Arlington,71,233,304
786,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,Washington NE,57,390,447
787,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,Washington NW,549,2928,3477
788,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,Washington SE,33,301,334
789,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,Washington SW,50,171,221
790,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,Arlington,57,210,267
791,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,Washington NE,34,359,393
792,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,Washington NW,519,2730,3249
793,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,Washington SE,23,256,279
794,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,Washington SW,42,128,170
795,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,Arlington,41,159,200
796,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,Washington NE,28,346,374
797,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,Washington NW,425,2478,2903
798,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,Washington SE,27,237,264
799,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,Washington SW,41,106,147
800,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,Arlington,44,165,209
801,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,Washington NE,59,366,425
802,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,Washington NW,613,2784,3397
803,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,Washington SE,44,283,327
